title,Publish Time,Mission,Methods,Object,link
Deep learning Blazar classification based on multifrequency spectral energy distribution data,2021-7-1,Object Classification,LSTM,AGN,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.1268F
Classification of periodic variable stars with novel cyclic-permutation invariant neural networks,2021-7-1,Object Classification,CNN:ResNet,Stars,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505..515Z
The application of machine learning to predictions of optical turbulence in the surface layer at Baikal Astrophysical Observatory,2021-7-1,Prediction,NN:GMDH,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6008B
HInet: Generating Neutral Hydrogen from Dark Matter with Neural Networks,2021-7-1,Simulation,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...916...42W
Quantifying Non-parametric Structure of High-redshift Galaxies with Deep Learning,2021-7-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021ApJ...916....4T
Identification of Lensed Gravitational Waves with Deep Learning,2021-7-1,Object Detection,CNN:VGG,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021ApJ...915..119K
Mapping Solar X-Ray Images from SDO/AIA EUV Images by Deep Learning,2021-7-1,Simulation,CNN:ResNet,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...915...96H
Identifying Acoustic Wave Sources on the Sun. I. Two-dimensional Waves in a Simulated Photosphere,2021-7-1,Object Detection,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...915...36B
The ACTIONFINDER: An Unsupervised Deep Learning Algorithm for Calculating Actions and the Acceleration Field from a Set of Orbit Segments,2021-7-1,Simulation,CNN:ResNet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021ApJ...915....5I
SRoll3: A neural network approach to reduce large-scale systematic effects in the Planck High-Frequency Instrument maps,2021-7-1,Denoising,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021A&A...651A..65L
Photometric redshift estimation with a convolutional neural network: NetZ,2021-7-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021A&A...651A..55S
Encoding large-scale cosmological structure with generative adversarial networks,2021-7-1,Generation,GAN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021A&A...651A..46U
Machine learning initialization to accelerate Stokes profile inversions,2021-7-1,Simulation,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2021A&A...651A..31G
Radio frequency interference detection based on the AC-UNet model,2021-6-1,Object Detection,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021RAA....21..119Y
Predicting the evolution of photospheric magnetic field in solar active regions using deep learning,2021-6-1,Prediction,LSTM:ST-LSTM,Solar,https://ui.adsabs.harvard.edu/abs/2021RAA....21..113B
A generative model of galactic dust emission using variational autoencoders,2021-6-1,Generation,VAE,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.2603T
Learning deconvolutions for astronomical images,2021-6-1,Image Restoration,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.1077L
Artificial neural network classification of asteroids in the M1:2 mean-motion resonance with Mars,2021-6-1,Object Classification,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504..692C
Convolutional neural network identification of galaxy post-mergers in UNIONS using IllustrisTNG,2021-6-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504..372B
Likelihood-free Cosmological Constraints with Artificial Neural Networks: An Application on Hubble Parameters and SNe Ia,2021-6-1,Prediction-Regression,Flow:MAF,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJS..254...43W
Predicting Localized Primordial Star Formation with Deep Convolutional Neural Networks,2021-6-1,Object Detection,Unet,Stars,https://ui.adsabs.harvard.edu/abs/2021ApJS..254...41W
A Deep Learning Method for AGILE-GRID Gamma-Ray Burst Detection,2021-6-1,Object Detection,CNN,High Energy: Gamma Rays,https://ui.adsabs.harvard.edu/abs/2021ApJ...914...67P
Identifying Planetary Transit Candidates in TESS Full-frame Image Light Curves via Convolutional Neural Networks,2021-6-1,Object Detection,CNN:Conv1d,Planet,https://ui.adsabs.harvard.edu/abs/2021AJ....161..273O
"A powerful machine learning technique to extract proton core, beam, and \ensuremath\alpha-particle parameters from velocity distribution functions in space plasmas",2021-6-1,Prediction-Regression,CNN,High Energy: Plasma,https://ui.adsabs.harvard.edu/abs/2021A&A...650A.198V
Bayesian decomposition of the Galactic multi-frequency sky using probabilistic autoencoders,2021-6-1,Generation,VAE,Cosmology,https://ui.adsabs.harvard.edu/abs/2021A&A...650A.100M
"Constraining stellar evolution theory with asteroseismology of \ensuremath\gamma Doradus stars using deep learning. Stellar masses, ages, and core-boundary mixing",2021-6-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2021A&A...650A..58M
Solar radio filtering algorithm based on improved long short-term memory,2021-5-1,Denoising,LSTM,Solar,https://ui.adsabs.harvard.edu/abs/2021RAA....21...79D
Convolutional neural networks for the detection of the early inspiral of a gravitational-wave signal,2021-5-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103j2003B
Transient-optimized real-bogus classification with Bayesian convolutional neural networks - sifting the GOTO candidate stream,2021-5-1,Object Classification,CNN:BayesCNN,Transient,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.4838K
Model-independent calibrations of gamma-ray bursts using machine learning,2021-5-1,Prediction-Regression,NN:MLP,High Energy: Gamma Rays,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.4581L
Structured variational inference for simulating populations of radio galaxies,2021-5-1,Generation,VAE,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.3351B
Learning to denoise astronomical images with U-nets,2021-5-1,Denoising,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.3204V
Compressive Shack-Hartmann wavefront sensor based on deep neural networks,2021-5-1,Data Reconstruction,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.3194J
Closed loop predictive control of adaptive optics systems with convolutional neural networks,2021-5-1,Prediction,LSTM,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2944S
QSO photometric redshifts using machine learning and neural networks,2021-5-1,Prediction-Regression,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2639C
Baryon acoustic oscillations in the projected cross-correlation function between the eBOSS DR16 quasars and photometric galaxies from the DESI Legacy Imaging Surveys,2021-5-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2562Z
Fanaroff-Riley classification of radio galaxies using group-equivariant convolutional neural networks,2021-5-1,Object Classification,CNN:G-CNNs,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2369S
Auto-identification of unphysical source reconstructions in strong gravitational lens modelling,2021-5-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2229M
CNN architecture comparison for radio galaxy classification,2021-5-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1828B
A machine learning approach to measuring the quenched fraction of low-mass satellites beyond the Local Group,2021-5-1,Object Classification,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1636B
Survey2Survey: a deep learning generative model approach for cross-survey image mapping,2021-5-1,Generation,AE:Conv+GAN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503..777B
"A self-supervised, physics-aware, Bayesian neural network architecture for modelling galaxy emission-line kinematics",2021-5-1,Generation,AE:Conv,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503..574D
Revealing the Local Cosmic Web from Galaxies by Deep Learning,2021-5-1,Data Reconstruction,Unet,Galaxies,https://ui.adsabs.harvard.edu/abs/2021ApJ...913...76H
Disentangled Representation Learning for Astronomical Chemical Tagging,2021-5-1,Feature Extraction/Dim Reduction/Cluster,AE,Stars,https://ui.adsabs.harvard.edu/abs/2021ApJ...913...12D
Cosmic Velocity Field Reconstruction Using AI,2021-5-1,Data Reconstruction,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...913....2W
On the Detectability of Ultracompact Binary Pulsar Systems,2021-5-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2021ApJ...912...22P
The Automatic Learning for the Rapid Classification of Events (ALeRCE) Alert Broker,2021-5-1,Object Classification,NN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021AJ....161..242F
Tails: Chasing Comets with the Zwicky Transient Facility and Deep Learning,2021-5-1,Object Classification,CNN:EfficientNet,Planet,https://ui.adsabs.harvard.edu/abs/2021AJ....161..218D
Active Optical Control with Machine Learning: A Proof of Concept for the Vera C. Rubin Observatory,2021-5-1,Prediction-Regression,CNN:ResNet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021AJ....161..216Y
Photometric selection and redshifts for quasars in the Kilo-Degree Survey Data Release 4,2021-5-1,Object Detection + Prediction-Regression,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2021A&A...649A..81N
Asteroid spectral taxonomy using neural networks,2021-5-1,Object Classification,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2021A&A...649A..46P
Use of an excess power method and a convolutional neural network in an all-sky search for continuous gravitational waves,2021-4-1,Object Detection,CNN:Conv1d,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103h4049Y
Stability time-scale prediction for main-belt asteroids using neural networks,2021-4-1,Prediction,NN:PNN,Planet,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.5362L
A deep learning approach to quasar continuum prediction,2021-4-1,Prediction,NN:MLP,Quasars,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3510L
Construction of a far-ultraviolet all-sky map from an incomplete survey: application of a deep learning algorithm,2021-4-1,Data Reconstruction,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3200J
Using artificial neural networks to extract the 21-cm global signal from the EDGES data,2021-4-1,Prediction-Regression,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.2815C
Fast and Accurate Emulation of the SDO/HMI Stokes Inversion with Uncertainty Quantification,2021-4-1,Simulation,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...911..130H
"SILVERRUSH X: Machine Learning-aided Selection of 9318 LAEs at z = 2.2, 3.3, 4.9, 5.7, 6.6, and 7.0 from the HSC SSP and CHORUS Survey Data",2021-4-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...78O
ForSE: A GAN-based Algorithm for Extending CMB Foreground Models to Subdegree Angular Scales,2021-4-1,Generation+image refinement,GAN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...42K
Research on Multiwavelength Isolated Bright Points Based on Deep Learning,2021-4-1,Object Detection,CNN:RCNN,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...32X
A Machine-learning Approach to Integral Field Unit Spectroscopy Observations. II. H II Region Line Ratios,2021-4-1,Prediction-Regression,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021ApJ...910..129R
On the Classification and Feature Relevance of Multiband Light Curves,2021-4-1,Feature Extraction/Dim Reduction/Cluster,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021AJ....161..168E
Binding energies and sticking coefficients of H$_2$ on crystalline and amorphous CO ice,2021-4-1,Prediction-Regression,NN:MLP,Interstellar Medium,https://ui.adsabs.harvard.edu/abs/2021A&A...648A..84M
Multichannel autocalibration for the Atmospheric Imaging Assembly using machine learning,2021-4-1,Prediction-Regression,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021A&A...648A..53D
Point source detection with fully convolutional networks. Performance in realistic microwave sky simulations,2021-4-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021A&A...648A..50B
Gas terminal velocity from MIRO/Rosetta data using neural network approach,2021-4-1,Prediction-Regression,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2021A&A...648A..21R
Gravitational-wave surrogate models powered by artificial neural networks,2021-3-1,Generation,NN:MLP,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f4015K
Detection of gravitational waves using Bayesian neural networks,2021-3-1,Object Detection,CNN:Conv1D+LSTM,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f3034L
Deep learning for core-collapse supernova detection,2021-3-1,Object Detection,CNN:InceptionResNet,Stars,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f3011L
Searches for compact binary coalescence events using neural networks in the LIGO/Virgo second observation period,2021-3-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f2004M
Constraining stellar population parameters from narrow band photometric surveys using convolutional neural networks,2021-3-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.1355L
AstroVaDEr: astronomical variational deep embedder for unsupervised morphological classification of galaxies and synthetic image generation,2021-3-1,Generation,VAE,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502..985S
Machines learn to infer stellar parameters just by looking at a large number of spectra,2021-3-1,Explainable AI,VAE,Stars,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.6026S
Machine learning the cosmic curvature in a model-independent way,2021-3-1,Prediction-Regression,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.5714W
Attention-gating for improved radio galaxy classification,2021-3-1,Object Classification,CNN:Attension,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4579B
Simulation-based inference of dynamical galaxy cluster masses with 3D convolutional neural networks,2021-3-1,Prediction-Regression,CNN:CNN3D,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4080K
An active galactic nucleus recognition model based on deep neural network,2021-3-1,Object Detection,CNN,AGN,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.3951C
"Data-driven Spectroscopic Estimates of Absolute Magnitude, Distance, and Binarity: Method and Catalog of 16,002 O- and B-type Stars from LAMOST",2021-3-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2021ApJS..253...22X
Large-scale Gravitational Lens Modeling with Bayesian Neural Networks for Accurate and Precise Inference of the Hubble Constant,2021-3-1,Prediction-Regression,BNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...910...39P
Visual Explanation of a Deep Learning Solar Flare Forecast Model and Its Relationship to Physical Parameters,2021-3-1,Prediction,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...910....8Y
Hierarchical Inference with Bayesian Neural Networks: An Application to Strong Gravitational Lensing,2021-3-1,Statistical Inference,BNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2021ApJ...909..187W
Spectroscopic and Photometric Redshift Estimation by Neural Networks for the China Space Station Optical Survey (CSS-OS),2021-3-1,Prediction-Regression,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...909...53Z
Discovering New Strong Gravitational Lenses in the DESI Legacy Imaging Surveys,2021-3-1,Object Detection,CNN:ResNet,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2021ApJ...909...27H
J-PAS: Measuring emission lines with artificial neural networks,2021-3-1,Object Classification + Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2021A&A...647A.158M
A neural network-based methodology to select young stellar object candidates from IR surveys,2021-3-1,Object Classification,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2021A&A...647A.116C
Inference of neutrino flavor evolution through data assimilation and neural differential equations,2021-2-1,Prediction-Regression,NN:MLP,High Energy: Neutrinos,https://ui.adsabs.harvard.edu/abs/2021PhRvD.103d3006R
A machine-learning approach to correcting atmospheric seeing in solar flare observations,2021-2-1,image refinement,CNN:ResNet,Solar,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.2647A
Baryon acoustic oscillations reconstruction using convolutional neural networks,2021-2-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.1499M
Likelihood-free inference with neural compression of DES SV weak lensing map statistics,2021-2-1,Statistical Inference,NN:MDN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..954J
The nature of giant clumps in high-z discs: a deep-learning comparison of simulations and observations,2021-2-1,Object Detection + Object Classification,Unet,Galaxies,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..730G
Mode angular degree identification in subgiant stars with convolutional neural networks based on power spectrum,2021-2-1,Object Detection,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..614D
Approximate Bayesian Uncertainties on Deep Learning Dynamical Mass Estimates of Galaxy Clusters,2021-2-1,Prediction,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2021ApJ...908..204H
Comparison of Observed Galaxy Properties with Semianalytic Model Predictions Using Machine Learning,2021-2-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2021ApJ...908...47S
Model-independently Calibrating the Luminosity Correlations of Gamma-Ray Bursts Using Deep Learning,2021-2-1,Prediction-Regression,LSTM,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...907..121T
